        655      0.1592     -0.4058       1.042 
        645      0.1985     -0.4931       1.164 
        635      0.2419     -0.5892       1.311 
        625      0.2896     -0.6951       1.486 
        615      0.3421     -0.8118       1.693 
        605      0.3997     -0.9407       1.935 
    594.117      0.4686        -1.1       2.265 
    582.353      0.5534        -1.3       2.708 
    570.589      0.6514      -1.533        3.23 
    558.823      0.7644      -1.803       3.842 
    547.059      0.8942      -2.114        4.56 
    535.294       1.043      -2.473       5.396 
    523.529       1.213      -2.885       6.369 
    511.764       1.406      -3.357       7.497 
        500       1.625      -3.894       8.798 
    488.236       1.873      -4.505        10.3 
     476.47       2.151      -5.195       12.02 
    464.706       2.461      -5.973       13.98 
    452.942       2.806      -6.844       16.21 
    441.176       3.188      -7.815       18.75 
    429.411       3.608      -8.892       21.61 
    417.647       4.065      -10.08       24.83 
    405.883       4.561      -11.38       28.43 
    397.429        4.75      -12.58       35.45 
    392.286       5.132       -13.7       38.96 
    387.142        5.52      -14.56       39.97 
        382       5.905      -15.48       41.64 
    376.857       6.287      -16.38       43.26 
    371.714       6.666      -17.29       45.02 
    366.572       7.039      -18.19       46.88 
    361.429       7.406      -19.08       48.83 
    356.285       7.766      -19.96       50.88 
    351.143       8.117      -20.83       53.03 
        346       8.458      -21.69       55.27 
    340.857       8.788      -22.54        57.6 
    335.715       9.106      -23.37       60.03 
    330.572       9.411      -24.18       62.54 
    325.428         9.7      -24.97       65.13 
    320.285       9.973      -25.73        67.8 
    315.143       10.23      -26.46       70.55 
        310       10.46      -27.17       73.37 
    304.858       10.68      -27.84       76.25 
    299.715       10.87      -28.47       79.18 
    294.571       11.03      -29.06       82.17 
    289.428       11.17       -29.6        85.2 
    284.286       11.29      -30.09       88.26 
    279.142       11.37      -30.52       91.35 
        274       11.42      -30.91       94.44 
    268.858       11.43      -31.21       97.54 
    263.714       11.41      -31.46       100.6 
    258.571       11.36      -31.63       103.7 
    253.429       11.26      -31.72       106.7 
    248.285       11.13      -31.72       109.7 
    243.142       10.95      -31.63       112.6 
        238       10.73      -31.45       115.4 
    232.857       10.47      -31.16       118.1 
    227.714       10.16      -30.77       120.7 
    222.572       9.802      -30.27       123.2 
    217.408       9.334       -31.7       149.7 
    212.223       9.392      -33.31       163.8 
    207.037       9.384      -33.11       161.4 
    201.851       9.272      -33.01       162.5 
    196.666       9.066      -32.57       162.5 
    191.481       8.767      -31.93       162.7 
    186.296        8.38      -31.04       162.7 
    181.111       7.909      -29.93       162.5 
    175.926       7.362      -28.59       162.1 
     170.74       6.746      -27.04       161.5 
    165.555       6.072      -25.28       160.7 
     160.37       5.353      -23.33       159.5 
    155.185       4.602       -21.2         158 
        150       3.835      -18.91       156.1 
    144.814       3.072      -16.48       153.8 
    139.629       2.334      -13.95       151.1 
    134.444       1.646      -11.32         148 
    129.259       1.036      -8.642       144.4 
    124.074      0.5353      -5.947       140.3 
    118.889      0.1795      -3.276       135.7 
    113.704    0.008682     -0.6811       130.6 
    108.519     0.06788       1.785         125 
    103.334      0.4074       4.062       118.9 
    98.1487       1.084       6.078       112.2 
    92.9629        2.16       7.755       105.1 
    87.7776       3.705       9.007        97.5 
    82.5926       5.799       9.734       89.49 
    70.7283       13.34       8.937       65.42 
    52.1856        35.4      -3.805       33.48 
    33.6428       75.76      -31.48       11.18 
    22.0288       96.54      -42.69       4.608 
    17.3432       111.6      -57.56       1.974 
