        655     0.01254    -0.03026     0.07225 
        645     0.01671    -0.03921     0.08587 
        635     0.02162    -0.04971      0.1034 
        625     0.02738    -0.06206      0.1255 
        615     0.03415    -0.07663      0.1533 
        605     0.04214    -0.09388      0.1876 
    594.117     0.05246     -0.1167      0.2365 
    582.353     0.06626     -0.1476      0.3054 
    570.589     0.08358     -0.1866      0.3927 
    558.823      0.1052     -0.2355      0.5028 
    547.059      0.1323     -0.2965      0.6414 
    535.294      0.1658     -0.3726      0.8153 
    523.529      0.2074     -0.4671       1.033 
    511.764      0.2586     -0.5839       1.303 
        500      0.3216     -0.7279       1.639 
    488.236      0.3986     -0.9045       2.055 
     476.47      0.4925       -1.12       2.568 
    464.706      0.6063      -1.383       3.198 
    452.942      0.7437      -1.702       3.969 
    441.176      0.9089      -2.086       4.909 
    429.411       1.106      -2.547        6.05 
    417.647       1.341      -3.098       7.429 
    405.883       1.618      -3.751        9.09 
    397.429       1.795      -4.451       12.43 
    392.286       2.015      -4.934        13.2 
    387.142       2.243      -5.437       14.07 
        382        2.48      -5.958       15.02 
    376.857       2.725      -6.499       16.07 
    371.714       2.979      -7.061       17.21 
    366.572       3.241      -7.645       18.46 
    361.429       3.511      -8.249       19.81 
    356.285        3.79      -8.878       21.27 
    351.143       4.078      -9.528       22.84 
        346       4.374       -10.2       24.54 
    340.857       4.679       -10.9       26.36 
    335.715       4.992      -11.63        28.3 
    330.572       5.314      -12.38       30.38 
    325.428       5.643      -13.15        32.6 
    320.285       5.981      -13.95       34.96 
    315.143       6.326      -14.78       37.47 
        310       6.677      -15.63       40.12 
    304.858       7.035       -16.5       42.93 
    299.715       7.398      -17.39        45.9 
    294.571       7.765      -18.31       49.03 
    289.428       8.135      -19.25       52.32 
    284.286       8.506       -20.2       55.77 
    279.142       8.878      -21.17       59.38 
        274       9.247      -22.15       63.16 
    268.858       9.613      -23.14        67.1 
    263.714       9.972      -24.13        71.2 
    258.571       10.32      -25.12       75.46 
    253.429       10.66      -26.11       79.86 
    248.285       10.98      -27.08       84.41 
    243.142       11.29      -28.04        89.1 
        238       11.57      -28.96        93.9 
    232.857       11.82      -29.86       98.82 
    227.714       12.05       -30.7       103.8 
    222.572       12.24       -31.5       108.9 
    217.408       12.47      -37.36       142.9 
    212.223       13.26      -39.35       146.7 
    207.037       13.95      -41.12       150.8 
    201.851       14.51      -42.63       155.2 
    196.666       14.96      -43.89       159.7 
    191.481       15.27      -44.87       164.4 
    186.296       15.45      -45.56       169.2 
    181.111       15.49      -45.95         174 
    175.926       15.39      -46.02       178.8 
     170.74       15.14      -45.78       183.5 
    165.555       14.75      -45.21       188.1 
     160.37       14.22      -44.31       192.4 
    155.185       13.55      -43.06       196.5 
        150       12.74      -41.48       200.1 
    144.814        11.8      -39.54       203.4 
    139.629       10.75      -37.28         206 
    134.444       9.595      -34.68       208.1 
    129.259       8.361      -31.76       209.4 
    124.074       7.069      -28.55       209.8 
    118.889        5.75      -25.05       209.4 
    113.704        4.44      -21.32         208 
    108.519       3.187      -17.39       205.4 
    103.334       2.044      -13.33       201.6 
    98.1487       1.079      -9.195       196.6 
    92.9629      0.3724      -5.081       190.2 
    87.7776     0.02007      -1.097       182.4 
    82.5926      0.1365       2.625       173.2 
    70.7283       3.119       9.365       137.4 
    52.1856       20.54       8.278       85.28 
    33.6428       66.54      -23.18       28.53 
    22.0288       102.5      -35.53       10.36 
    17.3432       125.7       -56.9       4.363 
