        635           0           0           0 
    583.333   3.931e-13  -2.091e-12   4.319e-12 
        550   1.274e-11  -2.635e-11   5.825e-11 
    516.667   1.746e-10  -3.619e-10   7.977e-10 
    483.333   2.213e-09  -4.593e-09   1.024e-08 
        450    2.59e-08  -5.382e-08   1.219e-07 
    416.667   2.782e-07  -5.791e-07   1.337e-06 
     388.75   2.135e-06  -4.485e-06   1.018e-05 
     366.25   9.588e-06  -1.959e-05   4.549e-05 
     343.75   3.995e-05  -8.129e-05   0.0001987 
     321.25   0.0001636  -0.0003329   0.0008357 
     298.75   0.0006568   -0.001338    0.003413 
     276.25    0.002574   -0.005248     0.01357 
     253.75    0.009822    -0.02006     0.05261 
     231.25      0.0364     -0.0745      0.1984 
        206      0.1784     -0.3861      0.9454 
        178      0.7081      -1.498       4.203 
        150       2.431      -5.201       16.79 
        122        7.59      -16.61       59.77 
         94       20.07      -45.81         187 
       66.1        33.1      -85.77       453.5 
    38.2999       4.403      -30.58       608.2 
    19.7002       90.82       71.32       315.8 
    8.99987       364.7      -103.7       96.13 
    1.49998       2.004       27.83        1719 
