 1 1  245.20
 2 2  232.20
 3 3  224.40
 4 4   76.27
 5 5   79.73
 6 6   80.57
 1 2   74.74
 1 3   72.48
 1 4    0.12
 1 5   -3.16
 1 6    0.47
 2 3   73.32
 2 4    0.44
 2 5   -0.30
 2 6    0.29
 3 4    0.03
 3 5   -4.43
 3 6    0.09
 4 5    0.28
 4 6   -1.29
 5 6    0.10
