 1 1  230.20
 2 2  248.70
 3 3  222.80
 4 4   80.21
 5 5   75.58
 6 6   80.83
 1 2   74.51
 1 3   73.32
 1 4    0.20
 1 5    0.59
 1 6   -0.96
 2 3   72.78
 2 4   -2.14
 2 5    0.11
 2 6   -2.34
 3 4   -3.18
 3 5    0.74
 3 6    0.19
 4 5   -0.79
 4 6    0.28
 5 6   -0.93
