 1 1  226.10
 2 2  239.90
 3 3  232.50
 4 4   79.73
 5 5   77.55
 6 6   80.97
 1 2   73.94
 1 3   73.84
 1 4    0.08
 1 5   -0.11
 1 6    5.44
 2 3   74.46
 2 4    0.04
 2 5    0.04
 2 6    4.29
 3 4    0.33
 3 5   -0.05
 3 6    0.71
 4 5    2.01
 4 6    0.14
 5 6    0.13
