   0.0  0.250	 180.000  1.53566	  4.39710   4.25349
   2.0  0.250	 180.000  1.53566	  4.39710   4.25349
   4.0  0.250	 180.000  1.53566	  4.39710   4.25349
   6.0  0.250	 180.000  1.53566	  4.39710   4.25349
   8.0  0.250	 180.000  1.53565	  4.39710   4.25349
  10.0  0.250	 180.000  1.53565	  4.39710   4.25349
  12.0  0.250	 180.000  1.53565	  4.39710   4.25349
  14.0  0.250	 180.000  1.53565	  4.39710   4.25349
  16.0  0.250	 180.000  1.53564	  4.39710   4.25349
  18.0  0.250	 180.000  1.53564	  4.39709   4.25349
  20.0  0.250	 180.000  1.53564	  4.39709   4.25349
  22.0  0.250	 180.000  1.53563	  4.39709   4.25349
  24.0  0.250	 180.000  1.53563	  4.39709   4.25349
  26.0  0.250	 179.999  1.53562	  4.39709   4.25349
  28.0  0.250	 179.999  1.53562	  4.39709   4.25349
  30.0  0.250	 179.999  1.53561	  4.39709   4.25349
  32.0  0.250	 179.999  1.53561	  4.39709   4.25349
  34.0  0.250	 179.999  1.53560	  4.39709   4.25349
  36.0  0.250	 179.999  1.53560	  4.39709   4.25349
  38.0  0.250	 179.999  1.53559	  4.39709   4.25349
  40.0  0.250	 179.999  1.53558	  4.39709   4.25349
  42.0  0.250	 179.999  1.53558	  4.39709   4.25349
  44.0  0.250	 179.999  1.53557	  4.39709   4.25349
  46.0  0.250	 179.999  1.53557	  4.39709   4.25349
  48.0  0.250	 179.999  1.53556	  4.39709   4.25349
  50.0  0.250	 179.999  1.53555	  4.39709   4.25349
  52.0  0.250	 179.999  1.53555	  4.39709   4.25349
  54.0  0.250	 179.999  1.53554	  4.39709   4.25349
  56.0  0.250	 179.999  1.53554	  4.39709   4.25349
  58.0  0.250	 179.999  1.53553	  4.39709   4.25349
  60.0  0.250	 179.999  1.53552	  4.39709   4.25349
  62.0  0.250	 180.000  1.53552	  4.39708   4.25349
  64.0  0.250	 180.000  1.53551	  4.39708   4.25349
  66.0  0.250	 180.000  1.53551	  4.39708   4.25349
  68.0  0.250	 180.000  1.53550	  4.39708   4.25349
  70.0  0.250	 180.000  1.53550	  4.39708   4.25349
  72.0  0.250	 180.000  1.53550	  4.39708   4.25349
  74.0  0.250	 180.000  1.53549	  4.39708   4.25349
  76.0  0.250	 180.000  1.53549	  4.39708   4.25349
  78.0  0.250	 180.000  1.53549	  4.39708   4.25349
  80.0  0.250	 180.000  1.53548	  4.39708   4.25349
  82.0  0.250	 180.000  1.53548	  4.39708   4.25349
  84.0  0.250	 180.000  1.53548	  4.39708   4.25349
  86.0  0.250	 180.000  1.53548	  4.39708   4.25349
  88.0  0.250	 180.000  1.53548	  4.39708   4.25349
  90.0  0.250	 180.000  1.53548	  4.39708   4.25349
  92.0  0.250	   0.000  1.53548	  4.39708   4.25349
  94.0  0.250	   0.000  1.53548	  4.39708   4.25349
  96.0  0.250	   0.000  1.53548	  4.39708   4.25349
  98.0  0.250	   0.000  1.53548	  4.39708   4.25349
 100.0  0.250	   0.000  1.53548	  4.39708   4.25349
 102.0  0.250	   0.000  1.53549	  4.39708   4.25349
 104.0  0.250	   0.000  1.53549	  4.39708   4.25349
 106.0  0.250	   0.000  1.53549	  4.39708   4.25349
 108.0  0.250	   0.000  1.53550	  4.39708   4.25349
 110.0  0.250	   0.000  1.53550	  4.39708   4.25349
 112.0  0.250	   0.000  1.53550	  4.39708   4.25349
 114.0  0.250	   0.000  1.53551	  4.39708   4.25349
 116.0  0.250	   0.000  1.53551	  4.39708   4.25349
 118.0  0.250	   0.000  1.53552	  4.39708   4.25349
 120.0  0.250	   0.001  1.53552	  4.39709   4.25349
 122.0  0.250	   0.001  1.53553	  4.39709   4.25349
 124.0  0.250	   0.001  1.53554	  4.39709   4.25349
 126.0  0.250	   0.001  1.53554	  4.39709   4.25349
 128.0  0.250	   0.001  1.53555	  4.39709   4.25349
 130.0  0.250	   0.001  1.53555	  4.39709   4.25349
 132.0  0.250	   0.001  1.53556	  4.39709   4.25349
 134.0  0.250	   0.001  1.53557	  4.39709   4.25349
 136.0  0.250	   0.001  1.53557	  4.39709   4.25349
 138.0  0.250	   0.001  1.53558	  4.39709   4.25349
 140.0  0.250	   0.001  1.53558	  4.39709   4.25349
 142.0  0.250	   0.001  1.53559	  4.39709   4.25349
 144.0  0.250	   0.001  1.53560	  4.39709   4.25349
 146.0  0.250	   0.001  1.53560	  4.39709   4.25349
 148.0  0.250	   0.001  1.53561	  4.39709   4.25349
 150.0  0.250	   0.001  1.53561	  4.39709   4.25349
 152.0  0.250	   0.001  1.53562	  4.39709   4.25349
 154.0  0.250	   0.001  1.53562	  4.39709   4.25349
 156.0  0.250	   0.000  1.53563	  4.39709   4.25349
 158.0  0.250	   0.000  1.53563	  4.39709   4.25349
 160.0  0.250	   0.000  1.53564	  4.39709   4.25349
 162.0  0.250	 180.000  1.53564	  4.39709   4.25349
 164.0  0.250	 180.000  1.53564	  4.39710   4.25349
 166.0  0.250	 180.000  1.53565	  4.39710   4.25349
 168.0  0.250	 180.000  1.53565	  4.39710   4.25349
 170.0  0.250	 180.000  1.53565	  4.39710   4.25349
 172.0  0.250	 180.000  1.53565	  4.39710   4.25349
 174.0  0.250	 180.000  1.53566	  4.39710   4.25349
 176.0  0.250	 180.000  1.53566	  4.39710   4.25349
 178.0  0.250	 180.000  1.53566	  4.39710   4.25349
 180.0  0.250	 180.000  1.53566	  4.39710   4.25349
 182.0  0.250	 180.000  1.53566	  4.39710   4.25349
 184.0  0.250	 180.000  1.53566	  4.39710   4.25349
 186.0  0.250	 180.000  1.53566	  4.39710   4.25349
 188.0  0.250	 180.000  1.53565	  4.39710   4.25349
 190.0  0.250	 180.000  1.53565	  4.39710   4.25349
 192.0  0.250	 180.000  1.53565	  4.39710   4.25349
 194.0  0.250	 180.000  1.53565	  4.39710   4.25349
 196.0  0.250	 180.000  1.53564	  4.39710   4.25349
 198.0  0.250	 180.000  1.53564	  4.39709   4.25349
 200.0  0.250	 180.000  1.53564	  4.39709   4.25349
 202.0  0.250	 180.000  1.53563	  4.39709   4.25349
 204.0  0.250	 180.000  1.53563	  4.39709   4.25349
 206.0  0.250	 179.999  1.53562	  4.39709   4.25349
 208.0  0.250	 179.999  1.53562	  4.39709   4.25349
 210.0  0.250	 179.999  1.53561	  4.39709   4.25349
 212.0  0.250	 179.999  1.53561	  4.39709   4.25349
 214.0  0.250	 179.999  1.53560	  4.39709   4.25349
 216.0  0.250	 179.999  1.53560	  4.39709   4.25349
 218.0  0.250	 179.999  1.53559	  4.39709   4.25349
 220.0  0.250	 179.999  1.53558	  4.39709   4.25349
 222.0  0.250	 179.999  1.53558	  4.39709   4.25349
 224.0  0.250	 179.999  1.53557	  4.39709   4.25349
 226.0  0.250	 179.999  1.53557	  4.39709   4.25349
 228.0  0.250	 179.999  1.53556	  4.39709   4.25349
 230.0  0.250	 179.999  1.53555	  4.39709   4.25349
 232.0  0.250	 179.999  1.53555	  4.39709   4.25349
 234.0  0.250	 179.999  1.53554	  4.39709   4.25349
 236.0  0.250	 179.999  1.53554	  4.39709   4.25349
 238.0  0.250	 179.999  1.53553	  4.39709   4.25349
 240.0  0.250	 179.999  1.53552	  4.39709   4.25349
 242.0  0.250	 180.000  1.53552	  4.39708   4.25349
 244.0  0.250	 180.000  1.53551	  4.39708   4.25349
 246.0  0.250	 180.000  1.53551	  4.39708   4.25349
 248.0  0.250	 180.000  1.53550	  4.39708   4.25349
 250.0  0.250	 180.000  1.53550	  4.39708   4.25349
 252.0  0.250	 180.000  1.53550	  4.39708   4.25349
 254.0  0.250	 180.000  1.53549	  4.39708   4.25349
 256.0  0.250	 180.000  1.53549	  4.39708   4.25349
 258.0  0.250	 180.000  1.53549	  4.39708   4.25349
 260.0  0.250	 180.000  1.53548	  4.39708   4.25349
 262.0  0.250	 180.000  1.53548	  4.39708   4.25349
 264.0  0.250	 180.000  1.53548	  4.39708   4.25349
 266.0  0.250	 180.000  1.53548	  4.39708   4.25349
 268.0  0.250	 180.000  1.53548	  4.39708   4.25349
 270.0  0.250	 180.000  1.53548	  4.39708   4.25349
 272.0  0.250	   0.000  1.53548	  4.39708   4.25349
 274.0  0.250	   0.000  1.53548	  4.39708   4.25349
 276.0  0.250	   0.000  1.53548	  4.39708   4.25349
 278.0  0.250	   0.000  1.53548	  4.39708   4.25349
 280.0  0.250	   0.000  1.53548	  4.39708   4.25349
 282.0  0.250	   0.000  1.53549	  4.39708   4.25349
 284.0  0.250	   0.000  1.53549	  4.39708   4.25349
 286.0  0.250	   0.000  1.53549	  4.39708   4.25349
 288.0  0.250	   0.000  1.53550	  4.39708   4.25349
 290.0  0.250	   0.000  1.53550	  4.39708   4.25349
 292.0  0.250	   0.000  1.53550	  4.39708   4.25349
 294.0  0.250	   0.000  1.53551	  4.39708   4.25349
 296.0  0.250	   0.000  1.53551	  4.39708   4.25349
 298.0  0.250	   0.000  1.53552	  4.39708   4.25349
 300.0  0.250	   0.001  1.53552	  4.39709   4.25349
 302.0  0.250	   0.001  1.53553	  4.39709   4.25349
 304.0  0.250	   0.001  1.53554	  4.39709   4.25349
 306.0  0.250	   0.001  1.53554	  4.39709   4.25349
 308.0  0.250	   0.001  1.53555	  4.39709   4.25349
 310.0  0.250	   0.001  1.53555	  4.39709   4.25349
 312.0  0.250	   0.001  1.53556	  4.39709   4.25349
 314.0  0.250	   0.001  1.53557	  4.39709   4.25349
 316.0  0.250	   0.001  1.53557	  4.39709   4.25349
 318.0  0.250	   0.001  1.53558	  4.39709   4.25349
 320.0  0.250	   0.001  1.53558	  4.39709   4.25349
 322.0  0.250	   0.001  1.53559	  4.39709   4.25349
 324.0  0.250	   0.001  1.53560	  4.39709   4.25349
 326.0  0.250	   0.001  1.53560	  4.39709   4.25349
 328.0  0.250	   0.001  1.53561	  4.39709   4.25349
 330.0  0.250	   0.001  1.53561	  4.39709   4.25349
 332.0  0.250	   0.001  1.53562	  4.39709   4.25349
 334.0  0.250	   0.001  1.53562	  4.39709   4.25349
 336.0  0.250	   0.000  1.53563	  4.39709   4.25349
 338.0  0.250	   0.000  1.53563	  4.39709   4.25349
 340.0  0.250	   0.000  1.53564	  4.39709   4.25349
 342.0  0.250	 180.000  1.53564	  4.39709   4.25349
 344.0  0.250	 180.000  1.53564	  4.39710   4.25349
 346.0  0.250	 180.000  1.53565	  4.39710   4.25349
 348.0  0.250	 180.000  1.53565	  4.39710   4.25349
 350.0  0.250	 180.000  1.53565	  4.39710   4.25349
 352.0  0.250	 180.000  1.53565	  4.39710   4.25349
 354.0  0.250	 180.000  1.53566	  4.39710   4.25349
 356.0  0.250	 180.000  1.53566	  4.39710   4.25349
 358.0  0.250	 180.000  1.53566	  4.39710   4.25349
 360.0  0.250	 180.000  1.53566	  4.39710   4.25349
   0.0  1.244	 180.000  1.53879	  4.39744   4.25356
   2.0  1.244	 179.999  1.53878	  4.39744   4.25356
   4.0  1.244	 179.998  1.53877	  4.39744   4.25356
   6.0  1.244	 179.997  1.53874	  4.39743   4.25356
   8.0  1.244	 179.995  1.53870	  4.39743   4.25356
  10.0  1.244	 179.994  1.53865	  4.39743   4.25356
  12.0  1.244	 179.993  1.53860	  4.39742   4.25356
  14.0  1.244	 179.992  1.53853	  4.39742   4.25356
  16.0  1.244	 179.991  1.53845	  4.39741   4.25356
  18.0  1.244	 179.990  1.53837	  4.39740   4.25357
  20.0  1.244	 179.989  1.53827	  4.39740   4.25357
  22.0  1.244	 179.989  1.53817	  4.39739   4.25357
  24.0  1.244	 179.988  1.53806	  4.39738   4.25357
  26.0  1.244	 179.987  1.53794	  4.39737   4.25357
  28.0  1.244	 179.986  1.53782	  4.39736   4.25357
  30.0  1.244	 179.986  1.53769	  4.39735   4.25358
  32.0  1.244	 179.985  1.53755	  4.39734   4.25358
  34.0  1.244	 179.985  1.53741	  4.39733   4.25358
