 226.0  0.250	 153.213  0.45683	  4.81756   4.78247
 228.0  0.250	 153.235  0.45636	  4.81752   4.78247
 230.0  0.250	 153.259  0.45586	  4.81748   4.78247
 232.0  0.250	 153.283  0.45535	  4.81744   4.78247
 234.0  0.250	 153.308  0.45481	  4.81740   4.78248
 236.0  0.250	 153.335  0.45425	  4.81737   4.78248
 238.0  0.250	 153.362  0.45368	  4.81733   4.78249
 240.0  0.250	 153.391  0.45308	  4.81729   4.78250
 242.0  0.250	 153.420  0.45247	  4.81725   4.78251
 244.0  0.250	 153.450  0.45184	  4.81722   4.78252
 246.0  0.250	 153.482  0.45120	  4.81718   4.78253
 248.0  0.250	 153.514  0.45054	  4.81715   4.78255
 250.0  0.250	 153.547  0.44987	  4.81711   4.78256
 252.0  0.250	 153.580  0.44919	  4.81708   4.78258
 254.0  0.250	 153.615  0.44849	  4.81704   4.78260
 256.0  0.250	 153.650  0.44778	  4.81701   4.78263
 258.0  0.250	 153.686  0.44706	  4.81698   4.78265
 260.0  0.250	 153.723  0.44633	  4.81695   4.78267
 262.0  0.250	 153.760  0.44559	  4.81692   4.78270
 264.0  0.250	 153.798  0.44485	  4.81689   4.78273
 266.0  0.250	 153.836  0.44410	  4.81686   4.78276
 268.0  0.250	 153.875  0.44334	  4.81683   4.78279
 270.0  0.250	 153.914  0.44258	  4.81680   4.78282
 272.0  0.250	 153.954  0.44182	  4.81678   4.78285
 274.0  0.250	 153.993  0.44105	  4.81675   4.78289
 276.0  0.250	 154.034  0.44028	  4.81673   4.78292
 278.0  0.250	 154.074  0.43951	  4.81671   4.78296
 280.0  0.250	 154.115  0.43874	  4.81669   4.78299
 282.0  0.250	 154.156  0.43797	  4.81667   4.78303
 284.0  0.250	 154.198  0.43720	  4.81665   4.78307
 286.0  0.250	 154.239  0.43644	  4.81663   4.78311
 288.0  0.250	 154.280  0.43568	  4.81661   4.78316
 290.0  0.250	 154.320  0.43492	  4.81660   4.78320
 292.0  0.250	 154.361  0.43417	  4.81658   4.78324
 294.0  0.250	 154.402  0.43343	  4.81657   4.78329
 296.0  0.250	 154.443  0.43270	  4.81656   4.78333
 298.0  0.250	 154.483  0.43197	  4.81655   4.78338
 300.0  0.250	 154.523  0.43126	  4.81654   4.78342
 302.0  0.250	 154.564  0.43055	  4.81653   4.78347
 304.0  0.250	 154.603  0.42986	  4.81653   4.78352
 306.0  0.250	 154.640  0.42917	  4.81652   4.78356
 308.0  0.250	 154.678  0.42850	  4.81652   4.78361
 310.0  0.250	 154.716  0.42785	  4.81652   4.78366
 312.0  0.250	 154.753  0.42720	  4.81652   4.78371
 314.0  0.250	 154.789  0.42658	  4.81652   4.78376
 316.0  0.250	 154.825  0.42597	  4.81652   4.78380
 318.0  0.250	 154.859  0.42537	  4.81652   4.78385
 320.0  0.250	 154.893  0.42479	  4.81653   4.78390
 322.0  0.250	 154.926  0.42423	  4.81653   4.78395
 324.0  0.250	 154.958  0.42369	  4.81654   4.78400
 326.0  0.250	 154.989  0.42317	  4.81655   4.78405
 328.0  0.250	 155.019  0.42267	  4.81656   4.78409
 330.0  0.250	 155.048  0.42219	  4.81657   4.78414
 332.0  0.250	 155.076  0.42172	  4.81658   4.78419
 334.0  0.250	 155.103  0.42128	  4.81660   4.78424
 336.0  0.250	 155.128  0.42086	  4.81661   4.78428
 338.0  0.250	 155.153  0.42047	  4.81663   4.78433
 340.0  0.250	 155.176  0.42009	  4.81664   4.78438
 342.0  0.250	 155.197  0.41974	  4.81666   4.78442
 344.0  0.250	 155.218  0.41941	  4.81668   4.78446
 346.0  0.250	 155.236  0.41911	  4.81670   4.78451
 348.0  0.250	 155.254  0.41883	  4.81672   4.78455
 350.0  0.250	 155.270  0.41857	  4.81675   4.78459
 352.0  0.250	 155.285  0.41834	  4.81677   4.78463
 354.0  0.250	 155.298  0.41814	  4.81680   4.78467
 356.0  0.250	 155.310  0.41795	  4.81682   4.78471
 358.0  0.250	 155.318  0.41780	  4.81685   4.78475
 360.0  0.250	 155.327  0.41766	  4.81687   4.78479
   0.0  1.244	 161.715  0.34638	  4.81470   4.78808
   2.0  1.244	 161.758  0.34607	  4.81484   4.78825
   4.0  1.244	 161.788  0.34586	  4.81499   4.78842
   6.0  1.244	 161.807  0.34574	  4.81514   4.78858
   8.0  1.244	 161.814  0.34572	  4.81530   4.78873
  10.0  1.244	 161.809  0.34580	  4.81545   4.78888
  12.0  1.244	 161.793  0.34597	  4.81561   4.78902
  14.0  1.244	 161.766  0.34623	  4.81577   4.78915
  16.0  1.244	 161.728  0.34659	  4.81593   4.78928
  18.0  1.244	 161.678  0.34705	  4.81609   4.78941
  20.0  1.244	 161.618  0.34760	  4.81625   4.78952
  22.0  1.244	 161.547  0.34824	  4.81641   4.78963
  24.0  1.244	 161.466  0.34898	  4.81657   4.78974
  26.0  1.244	 161.374  0.34981	  4.81673   4.78983
  28.0  1.244	 161.273  0.35074	  4.81689   4.78992
  30.0  1.244	 161.162  0.35175	  4.81705   4.79001
  32.0  1.244	 161.042  0.35287	  4.81722   4.79008
  34.0  1.244	 160.913  0.35407	  4.81738   4.79015
  36.0  1.244	 160.776  0.35537	  4.81754   4.79021
  38.0  1.244	 160.631  0.35677	  4.81770   4.79026
  40.0  1.244	 160.478  0.35825	  4.81786   4.79031
  42.0  1.244	 160.317  0.35984	  4.81802   4.79035
  44.0  1.244	 160.150  0.36151	  4.81818   4.79038
  46.0  1.244	 159.977  0.36327	  4.81834   4.79040
  48.0  1.244	 159.797  0.36513	  4.81850   4.79041
  50.0  1.244	 159.612  0.36708	  4.81866   4.79042
  52.0  1.244	 159.422  0.36912	  4.81882   4.79042
  54.0  1.244	 159.227  0.37125	  4.81897   4.79041
  56.0  1.244	 159.029  0.37347	  4.81913   4.79039
  58.0  1.244	 158.826  0.37578	  4.81928   4.79037
  60.0  1.244	 158.620  0.37817	  4.81943   4.79034
  62.0  1.244	 158.411  0.38065	  4.81958   4.79030
  64.0  1.244	 158.200  0.38322	  4.81973   4.79025
  66.0  1.244	 157.987  0.38586	  4.81988   4.79019
  68.0  1.244	 157.772  0.38859	  4.82003   4.79013
  70.0  1.244	 157.556  0.39139	  4.82017   4.79005
  72.0  1.244	 157.339  0.39427	  4.82031   4.78997
  74.0  1.244	 157.121  0.39722	  4.82045   4.78989
  76.0  1.244	 156.903  0.40025	  4.82059   4.78979
  78.0  1.244	 156.686  0.40334	  4.82072   4.78969
  80.0  1.244	 156.469  0.40650	  4.82086   4.78958
  82.0  1.244	 156.253  0.40972	  4.82099   4.78946
  84.0  1.244	 156.039  0.41300	  4.82112   4.78934
  86.0  1.244	 155.824  0.41633	  4.82124   4.78921
  88.0  1.244	 155.612  0.41972	  4.82137   4.78907
  90.0  1.244	 155.402  0.42316	  4.82149   4.78892
  92.0  1.244	 155.195  0.42664	  4.82160   4.78877
  94.0  1.244	 154.989  0.43016	  4.82172   4.78862
  96.0  1.244	 154.786  0.43372	  4.82183   4.78845
  98.0  1.244	 154.586  0.43731	  4.82193   4.78828
 100.0  1.244	 154.389  0.44094	  4.82204   4.78811
 102.0  1.244	 154.195  0.44458	  4.82213   4.78793
 104.0  1.244	 154.004  0.44825	  4.82223   4.78774
 106.0  1.244	 153.817  0.45193	  4.82232   4.78755
 108.0  1.244	 153.633  0.45562	  4.82241   4.78735
 110.0  1.244	 153.453  0.45932	  4.82249   4.78715
 112.0  1.244	 153.277  0.46302	  4.82257   4.78695
 114.0  1.244	 153.104  0.46672	  4.82264   4.78674
 116.0  1.244	 152.936  0.47041	  4.82271   4.78652
 118.0  1.244	 152.771  0.47408	  4.82278   4.78631
 120.0  1.244	 152.610  0.47774	  4.82284   4.78609
 122.0  1.244	 152.454  0.48137	  4.82289   4.78586
 124.0  1.244	 152.302  0.48498	  4.82294   4.78563
 126.0  1.244	 152.154  0.48855	  4.82298   4.78541
 128.0  1.244	 152.010  0.49208	  4.82302   4.78517
 130.0  1.244	 151.871  0.49558	  4.82305   4.78494
 132.0  1.244	 151.735  0.49902	  4.82308   4.78470
 134.0  1.244	 151.605  0.50241	  4.82310   4.78446
 136.0  1.244	 151.478  0.50574	  4.82311   4.78422
 138.0  1.244	 151.356  0.50901	  4.82312   4.78398
 140.0  1.244	 151.238  0.51221	  4.82313   4.78374
 142.0  1.244	 151.125  0.51533	  4.82312   4.78350
 144.0  1.244	 151.016  0.51838	  4.82311   4.78326
 146.0  1.244	 150.912  0.52135	  4.82310   4.78302
 148.0  1.244	 150.812  0.52423	  4.82307   4.78277
 150.0  1.244	 150.716  0.52702	  4.82305   4.78253
 152.0  1.244	 150.624  0.52971	  4.82301   4.78229
 154.0  1.244	 150.538  0.53231	  4.82297   4.78206
 156.0  1.244	 150.455  0.53480	  4.82292   4.78182
 158.0  1.244	 150.377  0.53718	  4.82287   4.78158
 160.0  1.244	 150.303  0.53944	  4.82281   4.78135
 162.0  1.244	 150.234  0.54160	  4.82274   4.78112
 164.0  1.244	 150.169  0.54363	  4.82266   4.78089
 166.0  1.244	 150.108  0.54554	  4.82258   4.78067
 168.0  1.244	 150.052  0.54732	  4.82250   4.78045
 170.0  1.244	 150.000  0.54897	  4.82240   4.78023
 172.0  1.244	 149.952  0.55049	  4.82230   4.78002
 174.0  1.244	 149.909  0.55187	  4.82220   4.77981
 176.0  1.244	 149.870  0.55311	  4.82208   4.77960
 178.0  1.244	 149.835  0.55421	  4.82197   4.77940
 180.0  1.244	 149.804  0.55517	  4.82184   4.77921
 182.0  1.244	 149.779  0.55599	  4.82171   4.77902
 184.0  1.244	 149.758  0.55665	  4.82158   4.77883
 186.0  1.244	 149.741  0.55717	  4.82143   4.77865
 188.0  1.244	 149.728  0.55754	  4.82129   4.77848
 190.0  1.244	 149.720  0.55775	  4.82114   4.77832
 192.0  1.244	 149.716  0.55782	  4.82098   4.77816
 194.0  1.244	 149.716  0.55773	  4.82082   4.77800
 196.0  1.244	 149.721  0.55749	  4.82065   4.77786
 198.0  1.244	 149.731  0.55709	  4.82048   4.77772
 200.0  1.244	 149.745  0.55655	  4.82030   4.77759
 202.0  1.244	 149.763  0.55584	  4.82012   4.77747
 204.0  1.244	 149.786  0.55499	  4.81994   4.77735
 206.0  1.244	 149.814  0.55399	  4.81975   4.77724
 208.0  1.244	 149.846  0.55283	  4.81956   4.77714
 210.0  1.244	 149.882  0.55153	  4.81937   4.77705
 212.0  1.244	 149.924  0.55008	  4.81917   4.77697
 214.0  1.244	 149.970  0.54848	  4.81897   4.77690
 216.0  1.244	 150.020  0.54674	  4.81877   4.77683
 218.0  1.244	 150.076  0.54486	  4.81857   4.77678
 220.0  1.244	 150.136  0.54284	  4.81837   4.77673
 222.0  1.244	 150.201  0.54069	  4.81816   4.77669
 224.0  1.244	 150.271  0.53840	  4.81795   4.77666
 226.0  1.244	 150.346  0.53599	  4.81775   4.77664
 228.0  1.244	 150.425  0.53345	  4.81754   4.77663
 230.0  1.244	 150.510  0.53079	  4.81733   4.77663
 232.0  1.244	 150.600  0.52801	  4.81712   4.77664
 234.0  1.244	 150.694  0.52512	  4.81692   4.77665
 236.0  1.244	 150.794  0.52212	  4.81671   4.77668
 238.0  1.244	 150.899  0.51902	  4.81651   4.77671
 240.0  1.244	 151.009  0.51582	  4.81631   4.77676
 242.0  1.244	 151.124  0.51253	  4.81610   4.77681
 244.0  1.244	 151.244  0.50915	  4.81591   4.77687
 246.0  1.244	 151.369  0.50569	  4.81571   4.77694
 248.0  1.244	 151.500  0.50215	  4.81552   4.77702
 250.0  1.244	 151.635  0.49854	  4.81533   4.77711
 252.0  1.244	 151.776  0.49486	  4.81514   4.77721
 254.0  1.244	 151.922  0.49113	  4.81496   4.77731
 256.0  1.244	 152.074  0.48734	  4.81478   4.77743
 258.0  1.244	 152.230  0.48350	  4.81461   4.77755
 260.0  1.244	 152.391  0.47963	  4.81444   4.77768
 262.0  1.244	 152.558  0.47572	  4.81428   4.77781
 264.0  1.244	 152.729  0.47178	  4.81412   4.77796
 266.0  1.244	 152.906  0.46782	  4.81397   4.77811
 268.0  1.244	 153.087  0.46385	  4.81382   4.77827
 270.0  1.244	 153.273  0.45987	  4.81368   4.77843
 272.0  1.244	 153.464  0.45588	  4.81355   4.77860
 274.0  1.244	 153.659  0.45190	  4.81342   4.77878
 276.0  1.244	 153.859  0.44793	  4.81330   4.77896
 278.0  1.244	 154.062  0.44398	  4.81319   4.77915
 280.0  1.244	 154.270  0.44005	  4.81308   4.77935
 282.0  1.244	 154.481  0.43615	  4.81298   4.77955
 284.0  1.244	 154.696  0.43228	  4.81289   4.77975
 286.0  1.244	 154.915  0.42845	  4.81280   4.77996
 288.0  1.244	 155.137  0.42467	  4.81273   4.78017
 290.0  1.244	 155.361  0.42094	  4.81266   4.78039
 292.0  1.244	 155.588  0.41726	  4.81260   4.78061
 294.0  1.244	 155.817  0.41365	  4.81255   4.78083
 296.0  1.244	 156.048  0.41010	  4.81250   4.78105
 298.0  1.244	 156.281  0.40662	  4.81246   4.78128
 300.0  1.244	 156.514  0.40322	  4.81243   4.78151
 302.0  1.244	 156.749  0.39989	  4.81241   4.78175
 304.0  1.244	 156.983  0.39665	  4.81240   4.78198
 306.0  1.244	 157.218  0.39349	  4.81239   4.78221
 308.0  1.244	 157.451  0.39043	  4.81240   4.78245
 310.0  1.244	 157.684  0.38745	  4.81241   4.78269
 312.0  1.244	 157.915  0.38457	  4.81242   4.78292
 314.0  1.244	 158.144  0.38178	  4.81245   4.78316
 316.0  1.244	 158.371  0.37910	  4.81248   4.78340
 318.0  1.244	 158.594  0.37651	  4.81252   4.78364
 320.0  1.244	 158.814  0.37403	  4.81257   4.78387
 322.0  1.244	 159.030  0.37165	  4.81262   4.78411
 324.0  1.244	 159.241  0.36937	  4.81268   4.78434
 326.0  1.244	 159.447  0.36720	  4.81275   4.78457
 328.0  1.244	 159.647  0.36514	  4.81283   4.78480
 330.0  1.244	 159.841  0.36318	  4.81291   4.78503
 332.0  1.244	 160.028  0.36133	  4.81299   4.78526
 334.0  1.244	 160.208  0.35958	  4.81308   4.78548
 336.0  1.244	 160.381  0.35794	  4.81318   4.78571
 338.0  1.244	 160.545  0.35641	  4.81329   4.78592
 340.0  1.244	 160.701  0.35498	  4.81339   4.78614
 342.0  1.244	 160.848  0.35366	  4.81351   4.78635
 344.0  1.244	 160.986  0.35244	  4.81362   4.78656
 346.0  1.244	 161.114  0.35133	  4.81374   4.78677
 348.0  1.244	 161.232  0.35032	  4.81387   4.78697
 350.0  1.244	 161.340  0.34941	  4.81400   4.78716
 352.0  1.244	 161.437  0.34861	  4.81413   4.78736
 354.0  1.244	 161.523  0.34790	  4.81427   4.78755
 356.0  1.244	 161.599  0.34729	  4.81441   4.78773
 358.0  1.244	 161.663  0.34679	  4.81455   4.78791
 360.0  1.244	 161.715  0.34638	  4.81470   4.78808
   0.0  2.239	 170.849  0.30584	  4.81398   4.79048
   2.0  2.239	 170.922  0.30568	  4.81425   4.79077
   4.0  2.239	 170.968  0.30561	  4.81453   4.79105
   6.0  2.239	 170.985  0.30562	  4.81481   4.79132
   8.0  2.239	 170.976  0.30572	  4.81508   4.79159
  10.0  2.239	 170.939  0.30589	  4.81536   4.79185
  12.0  2.239	 170.875  0.30614	  4.81563   4.79210
  14.0  2.239	 170.785  0.30648	  4.81590   4.79234
  16.0  2.239	 170.670  0.30690	  4.81616   4.79257
  18.0  2.239	 170.529  0.30740	  4.81643   4.79279
  20.0  2.239	 170.363  0.30799	  4.81669   4.79301
  22.0  2.239	 170.173  0.30868	  4.81695   4.79321
  24.0  2.239	 169.960  0.30946	  4.81720   4.79340
  26.0  2.239	 169.724  0.31035	  4.81746   4.79359
  28.0  2.239	 169.467  0.31133	  4.81771   4.79376
  30.0  2.239	 169.189  0.31243	  4.81796   4.79392
  32.0  2.239	 168.891  0.31365	  4.81821   4.79407
  34.0  2.239	 168.574  0.31498	  4.81845   4.79421
  36.0  2.239	 168.239  0.31645	  4.81869   4.79434
  38.0  2.239	 167.888  0.31804	  4.81893   4.79445
  40.0  2.239	 167.522  0.31977	  4.81917   4.79456
  42.0  2.239	 167.141  0.32164	  4.81940   4.79465
  44.0  2.239	 166.748  0.32366	  4.81964   4.79472
  46.0  2.239	 166.342  0.32583	  4.81987   4.79479
  48.0  2.239	 165.926  0.32816	  4.82010   4.79483
  50.0  2.239	 165.501  0.33065	  4.82032   4.79487
  52.0  2.239	 165.067  0.33330	  4.82055   4.79489
  54.0  2.239	 164.627  0.33612	  4.82078   4.79490
  56.0  2.239	 164.181  0.33911	  4.82100   4.79489
  58.0  2.239	 163.731  0.34227	  4.82122   4.79487
  60.0  2.239	 163.278  0.34560	  4.82145   4.79484
  62.0  2.239	 162.822  0.34910	  4.82167   4.79479
  64.0  2.239	 162.366  0.35278	  4.82189   4.79472
  66.0  2.239	 161.910  0.35663	  4.82211   4.79464
  68.0  2.239	 161.455  0.36065	  4.82232   4.79455
  70.0  2.239	 161.002  0.36484	  4.82254   4.79444
  72.0  2.239	 160.552  0.36920	  4.82275   4.79432
  74.0  2.239	 160.105  0.37373	  4.82297   4.79419
  76.0  2.239	 159.664  0.37841	  4.82318   4.79404
  78.0  2.239	 159.227  0.38325	  4.82339   4.79387
  80.0  2.239	 158.797  0.38825	  4.82360   4.79370
  82.0  2.239	 158.373  0.39339	  4.82381   4.79351
  84.0  2.239	 157.956  0.39868	  4.82401   4.79330
  86.0  2.239	 157.546  0.40410	  4.82421   4.79309
  88.0  2.239	 157.145  0.40966	  4.82441   4.79286
  90.0  2.239	 156.751  0.41534	  4.82461   4.79262
  92.0  2.239	 156.366  0.42113	  4.82480   4.79237
  94.0  2.239	 155.990  0.42704	  4.82499   4.79210
  96.0  2.239	 155.622  0.43304	  4.82518   4.79183
  98.0  2.239	 155.264  0.43915	  4.82536   4.79154
 100.0  2.239	 154.915  0.44533	  4.82554   4.79124
 102.0  2.239	 154.575  0.45160	  4.82571   4.79094
 104.0  2.239	 154.245  0.45793	  4.82588   4.79062
 106.0  2.239	 153.924  0.46433	  4.82605   4.79029
 108.0  2.239	 153.612  0.47077	  4.82620   4.78996
 110.0  2.239	 153.310  0.47726	  4.82636   4.78961
 112.0  2.239	 153.017  0.48378	  4.82650   4.78926
 114.0  2.239	 152.733  0.49033	  4.82665   4.78890
 116.0  2.239	 152.458  0.49688	  4.82678   4.78853
 118.0  2.239	 152.193  0.50345	  4.82691   4.78815
 120.0  2.239	 151.936  0.51001	  4.82703   4.78777
 122.0  2.239	 151.688  0.51655	  4.82714   4.78738
 124.0  2.239	 151.449  0.52307	  4.82724   4.78698
 126.0  2.239	 151.219  0.52955	  4.82734   4.78658
 128.0  2.239	 150.997  0.53599	  4.82743   4.78618
 130.0  2.239	 150.783  0.54238	  4.82750   4.78577
 132.0  2.239	 150.577  0.54870	  4.82757   4.78535
 134.0  2.239	 150.380  0.55495	  4.82763   4.78493
 136.0  2.239	 150.190  0.56111	  4.82768   4.78451
 138.0  2.239	 150.008  0.56718	  4.82772   4.78409
 140.0  2.239	 149.834  0.57315	  4.82775   4.78366
 142.0  2.239	 149.667  0.57901	  4.82777   4.78324
 144.0  2.239	 149.508  0.58474	  4.82778   4.78281
 146.0  2.239	 149.356  0.59033	  4.82778   4.78238
 148.0  2.239	 149.211  0.59579	  4.82776   4.78195
 150.0  2.239	 149.073  0.60109	  4.82773   4.78152
 152.0  2.239	 148.941  0.60624	  4.82770   4.78109
 154.0  2.239	 148.817  0.61121	  4.82765   4.78066
 156.0  2.239	 148.699  0.61600	  4.82759   4.78024
 158.0  2.239	 148.588  0.62061	  4.82751   4.77981
 160.0  2.239	 148.483  0.62502	  4.82743   4.77939
 162.0  2.239	 148.384  0.62923	  4.82733   4.77898
 164.0  2.239	 148.292  0.63322	  4.82722   4.77856
 166.0  2.239	 148.206  0.63699	  4.82709   4.77816
 168.0  2.239	 148.126  0.64054	  4.82696   4.77775
 170.0  2.239	 148.052  0.64385	  4.82681   4.77736
 172.0  2.239	 147.984  0.64692	  4.82665   4.77696
 174.0  2.239	 147.922  0.64974	  4.82647   4.77658
 176.0  2.239	 147.866  0.65230	  4.82629   4.77620
 178.0  2.239	 147.816  0.65460	  4.82609   4.77583
 180.0  2.239	 147.771  0.65664	  4.82588   4.77547
 182.0  2.239	 147.733  0.65841	  4.82565   4.77512
 184.0  2.239	 147.700  0.65989	  4.82542   4.77478
 186.0  2.239	 147.673  0.66110	  4.82517   4.77444
 188.0  2.239	 147.652  0.66203	  4.82492   4.77412
 190.0  2.239	 147.636  0.66266	  4.82465   4.77381
 192.0  2.239	 147.626  0.66301	  4.82437   4.77351
 194.0  2.239	 147.622  0.66306	  4.82408   4.77322
 196.0  2.239	 147.624  0.66282	  4.82378   4.77295
 198.0  2.239	 147.632  0.66228	  4.82346   4.77268
 200.0  2.239	 147.645  0.66145	  4.82314   4.77243
 202.0  2.239	 147.665  0.66031	  4.82282   4.77220
 204.0  2.239	 147.690  0.65888	  4.82248   4.77197
 206.0  2.239	 147.722  0.65716	  4.82213   4.77177
