 1 1  238.40
 2 2  237.70
 3 3  222.90
 4 4   77.68
 5 5   77.87
 6 6   82.49
 1 2   76.38
 1 3   72.77
 1 4   -0.08
 1 5   -1.84
 1 6    3.95
 2 3   72.87
 2 4   -1.21
 2 5   -0.37
 2 6    3.83
 3 4   -2.37
 3 5   -2.90
 3 6   -0.31
 4 5    2.05
 4 6   -0.96
 5 6   -0.70
