 1 1  230.80
 2 2  254.00
 3 3  218.70
 4 4   80.05
 5 5   74.46
 6 6   81.23
 1 2   74.52
 1 3   72.92
 1 4    0.17
 1 5   -0.76
 1 6    0.47
 2 3   72.28
 2 4   -1.41
 2 5   -0.25
 2 6    1.73
 3 4   -2.49
 3 5   -0.55
 3 6   -0.15
 4 5    0.41
 4 6   -0.36
 5 6   -0.48
