        655   3.393e-06  -7.626e-06   1.621e-05 
        645   5.388e-06  -1.176e-05   2.337e-05 
        635   8.207e-06  -1.761e-05   3.436e-05 
        625   1.222e-05  -2.597e-05   5.089e-05 
        615   1.797e-05  -3.797e-05   7.549e-05 
        605   2.625e-05  -5.527e-05   0.0001118 
    594.117   3.944e-05   -8.32e-05   0.0001724 
    582.353   6.147e-05  -0.0001302   0.0002751 
    570.589     9.6e-05  -0.0002039   0.0004356 
    558.823   0.0001498  -0.0003188   0.0006857 
    547.059   0.0002331   -0.000497    0.001074 
    535.294   0.0003616  -0.0007721    0.001674 
    523.529   0.0005587   -0.001195    0.002599 
    511.764   0.0008596   -0.001841    0.004018 
        500    0.001316   -0.002823    0.006184 
    488.236    0.002006   -0.004309    0.009476 
     476.47    0.003044   -0.006547     0.01446 
    464.706    0.004593   -0.009898     0.02195 
    452.942    0.006897    -0.01489     0.03318 
    441.176      0.0103    -0.02227     0.04986 
    429.411      0.0153    -0.03318     0.07484 
    417.647     0.02255    -0.04887      0.1101 
    405.883     0.03332    -0.07368      0.1735 
    397.429     0.04418      -0.102      0.2575 
    392.286     0.05453     -0.1235      0.2941 
    387.142     0.06616     -0.1479      0.3384 
        382     0.07925     -0.1753      0.3915 
    376.857     0.09398     -0.2062      0.4543 
    371.714      0.1106     -0.2414      0.5298 
    366.572      0.1293     -0.2804      0.6123 
    361.429      0.1508     -0.3298      0.7428 
    356.285      0.1776     -0.3905      0.8946 
    351.143      0.2079     -0.4534       1.026 
        346      0.2418     -0.5257       1.192 
    340.857        0.28     -0.6068       1.381 
    335.715      0.3229     -0.6986       1.601 
    330.572      0.3712     -0.8023       1.856 
    325.428      0.4255     -0.9194       2.148 
    320.285      0.4867      -1.053       2.492 
    315.143      0.5551      -1.198       2.852 
        310      0.6336      -1.388       3.444 
    304.858      0.7334      -1.624       4.121 
    299.715      0.8456       -1.86       4.659 
    294.571      0.9689       -2.13       5.336 
    289.428       1.106      -2.428       6.106 
    284.286       1.256      -2.752       6.925 
    279.142       1.424      -3.158       8.197 
        274       1.631      -3.648       9.634 
    268.858        1.86      -4.139       10.82 
    263.714       2.108      -4.688       12.29 
    258.571       2.378      -5.289       13.93 
    253.429       2.669      -5.934       15.69 
    248.285       2.989       -6.71       18.21 
    243.142       3.368      -7.617       21.02 
        238       3.778       -8.53       23.51 
    232.857       4.211       -9.51       26.29 
    227.714       4.679      -10.67       30.25 
    222.572        5.23      -12.03       34.77 
    217.408       5.749      -13.45       39.91 
    212.223       6.499      -15.45       46.66 
    207.037        7.42      -17.73       53.79 
    201.851        8.38      -19.83       58.78 
    196.666       9.337      -21.94       64.33 
    191.481       10.33      -24.61       74.55 
    186.296       11.57      -27.79       85.77 
    181.111       12.82      -30.53        93.1 
    175.926       14.02      -33.23       101.4 
     170.74       15.23      -36.59         116 
    165.555        16.7      -40.52         132 
     160.37       18.14      -43.72       142.2 
    155.185       19.44      -46.75       153.6 
        150       20.67      -50.43       173.4 
    144.814       22.15      -54.65       194.6 
    139.629       23.49      -57.73       207.5 
    134.444       24.58       -60.6       223.6 
    129.259        25.4      -62.95       239.7 
    124.074       25.94      -64.83       256.9 
    118.889       26.14      -66.01       273.3 
    113.704       26.03      -66.92         294 
    108.519       25.41      -65.42       295.4 
    103.334       23.71      -62.03       298.1 
    98.1487        21.6      -59.04       316.1 
    92.9629       19.26      -55.53       334.6 
    87.7776       16.48      -49.16       320.7 
    82.5926       12.63      -40.41       303.5 
    70.7283        4.01      -20.02       293.5 
    52.1856       2.584        10.3       223.4 
    33.6428       52.51       10.03         122 
    22.0288       116.4      0.2696       101.2 
    17.3432       153.6      -22.63       83.88 
