          0   298.000     0.000   123.736    78.007    13.176     0.859    12.162     0.155      0.000      0.000	 -0.15042   -0.07843   -0.25490
          4   389.636     0.056   122.159    76.904    13.232     0.819    12.272     0.140      0.000      0.000	 -0.15070   -0.07849   -0.25702
          8   481.273     0.158   120.889    75.879    13.281     0.805    12.350     0.126      0.000      0.000	 -0.15098   -0.07862   -0.25873
         12   565.424     0.260   119.777    74.952    13.325     0.808    12.405     0.112      0.000      0.000	 -0.15124   -0.07875   -0.26024
         16   627.119     0.365   119.166    74.325    13.352     0.821    12.428     0.104      0.000      0.000	 -0.15144   -0.07889   -0.26105
         20   688.814     0.479   118.608    73.711    13.378     0.839    12.443     0.096      0.000      0.000	 -0.15163   -0.07904   -0.26179
         24   750.508     0.593   118.051    73.097    13.405     0.864    12.453     0.088      0.000      0.000	 -0.15183   -0.07920   -0.26254
         28   812.203     0.724   117.612    72.513    13.427     0.891    12.454     0.082      0.000      0.000	 -0.15203   -0.07939   -0.26311
         32   873.898     0.857   117.185    71.932    13.450     0.923    12.451     0.076      0.000      0.000	 -0.15224   -0.07958   -0.26367
         36   935.593     0.991   116.757    71.351    13.474     0.959    12.445     0.070      0.000      0.000	 -0.15245   -0.07978   -0.26423
         40   997.288     1.124   116.329    70.769    13.498     0.998    12.435     0.064      0.000      0.000	 -0.15265   -0.07999   -0.26480
         44  1058.983     1.257   115.900    70.187    13.522     1.041    12.422     0.059      0.000      0.000	 -0.15287   -0.08020   -0.26538
         48  1120.678     1.390   115.470    69.605    13.547     1.087    12.407     0.054      0.000      0.000	 -0.15308   -0.08042   -0.26595
         52  1182.373     1.523   115.041    69.022    13.573     1.135    12.389     0.049      0.000      0.000	 -0.15329   -0.08065   -0.26654
         56  1244.068     1.656   114.611    68.439    13.600     1.186    12.368     0.045      0.000      0.000	 -0.15351   -0.08088   -0.26713
         60  1305.763     1.789   114.181    67.856    13.627     1.240    12.346     0.041      0.000      0.000	 -0.15373   -0.08112   -0.26772
         64  1367.458     1.922   113.750    67.273    13.654     1.296    12.321     0.037      0.000      0.000	 -0.15396   -0.08137   -0.26832
         68  1429.153     2.055   113.319    66.689    13.682     1.353    12.295     0.034      0.000      0.000	 -0.15418   -0.08162   -0.26892
         72  1468.485     2.188   113.362    66.399    13.686     1.376    12.276     0.035      0.000      0.000	 -0.15433   -0.08185   -0.26879
         76  1485.455     2.321   113.878    66.403    13.666     1.361    12.266     0.039      0.000      0.000	 -0.15439   -0.08204   -0.26792
         80  1502.424     2.454   114.394    66.408    13.645     1.347    12.254     0.044      0.000      0.000	 -0.15445   -0.08224   -0.26704
         84  1519.394     2.588   114.909    66.412    13.625     1.333    12.243     0.049      0.000      0.000	 -0.15450   -0.08243   -0.26616
         88  1536.364     2.721   115.421    66.416    13.605     1.320    12.230     0.055      0.000      0.000	 -0.15455   -0.08263   -0.26529
         92  1553.333     2.854   115.931    66.420    13.585     1.307    12.217     0.060      0.000      0.000	 -0.15460   -0.08282   -0.26442
         96  1570.303     2.987   116.440    66.424    13.565     1.295    12.204     0.067      0.000      0.000	 -0.15464   -0.08302   -0.26354
        100  1587.273     3.120   116.948    66.427    13.546     1.282    12.190     0.073      0.000      0.000	 -0.15468   -0.08321   -0.26267
        104  1604.242     3.253   117.454    66.431    13.526     1.271    12.176     0.080      0.000      0.000	 -0.15472   -0.08341   -0.26180
        108  1621.212     3.386   117.959    66.434    13.507     1.259    12.161     0.087      0.000      0.000	 -0.15476   -0.08361   -0.26093
