          0   298.000     0.000   125.227    78.464    13.571     1.072    12.410     0.089      0.000      0.000	 -0.15509   -0.07529   -0.26697
          4   389.636     0.056   123.663    77.364    13.645     1.048    12.520     0.077      0.000      0.000	 -0.15557   -0.07537   -0.26951
          8   481.273     0.158   122.393    76.342    13.708     1.037    12.604     0.068      0.000      0.000	 -0.15599   -0.07550   -0.27156
         12   565.424     0.260   121.278    75.417    13.766     1.036    12.670     0.060      0.000      0.000	 -0.15637   -0.07564   -0.27337
         16   627.119     0.365   120.655    74.790    13.799     1.039    12.704     0.056      0.000      0.000	 -0.15661   -0.07579   -0.27435
         20   688.814     0.479   120.083    74.177    13.830     1.045    12.732     0.053      0.000      0.000	 -0.15684   -0.07595   -0.27523
         24   750.508     0.593   119.511    73.564    13.861     1.055    12.757     0.050      0.000      0.000	 -0.15708   -0.07611   -0.27613
         28   812.203     0.724   119.052    72.981    13.886     1.066    12.774     0.047      0.000      0.000	 -0.15729   -0.07630   -0.27681
         32   873.898     0.857   118.604    72.401    13.912     1.079    12.787     0.045      0.000      0.000	 -0.15750   -0.07649   -0.27748
         36   935.593     0.991   118.156    71.821    13.938     1.096    12.798     0.043      0.000      0.000	 -0.15771   -0.07669   -0.27815
         40   997.288     1.124   117.707    71.241    13.964     1.116    12.807     0.041      0.000      0.000	 -0.15793   -0.07689   -0.27883
         44  1058.983     1.257   117.258    70.661    13.991     1.140    12.813     0.038      0.000      0.000	 -0.15814   -0.07709   -0.27952
         48  1120.678     1.390   116.809    70.080    14.018     1.166    12.816     0.036      0.000      0.000	 -0.15836   -0.07729   -0.28022
         52  1182.373     1.523   116.359    69.500    14.046     1.195    12.817     0.034      0.000      0.000	 -0.15858   -0.07750   -0.28093
         56  1244.068     1.656   115.910    68.920    14.075     1.227    12.816     0.032      0.000      0.000	 -0.15881   -0.07772   -0.28164
         60  1305.763     1.789   115.460    68.339    14.104     1.262    12.813     0.030      0.000      0.000	 -0.15904   -0.07794   -0.28237
         64  1367.458     1.922   115.011    67.759    14.133     1.299    12.807     0.027      0.000      0.000	 -0.15927   -0.07816   -0.28310
         68  1429.153     2.055   114.561    67.178    14.164     1.339    12.799     0.025      0.000      0.000	 -0.15950   -0.07838   -0.28384
         72  1468.485     2.188   114.578    66.889    14.162     1.350    12.786     0.027      0.000      0.000	 -0.15957   -0.07859   -0.28366
         76  1485.455     2.321   115.063    66.891    14.130     1.330    12.768     0.031      0.000      0.000	 -0.15947   -0.07879   -0.28254
         80  1502.424     2.454   115.550    66.893    14.097     1.311    12.749     0.037      0.000      0.000	 -0.15937   -0.07899   -0.28143
         84  1519.394     2.588   116.038    66.896    14.065     1.292    12.730     0.042      0.000      0.000	 -0.15927   -0.07918   -0.28032
         88  1536.364     2.721   116.523    66.898    14.033     1.274    12.711     0.048      0.000      0.000	 -0.15917   -0.07938   -0.27922
         92  1553.333     2.854   117.008    66.900    14.002     1.256    12.691     0.055      0.000      0.000	 -0.15907   -0.07957   -0.27813
         96  1570.303     2.987   117.493    66.902    13.971     1.238    12.671     0.062      0.000      0.000	 -0.15898   -0.07977   -0.27704
        100  1587.273     3.120   117.979    66.904    13.940     1.221    12.650     0.069      0.000      0.000	 -0.15888   -0.07996   -0.27595
        104  1604.242     3.253   118.464    66.906    13.910     1.204    12.628     0.077      0.000      0.000	 -0.15878   -0.08016   -0.27487
        108  1621.212     3.386   118.949    66.908    13.880     1.188    12.606     0.085      0.000      0.000	 -0.15869   -0.08035   -0.27380
        112  1638.182     3.519   119.434    66.910    13.850     1.173    12.584     0.094      0.000      0.000	 -0.15859   -0.08055   -0.27272
