          0   298.000     0.000   119.907    77.990    12.954     0.337    12.373     0.244      0.000      0.000	 -0.14864   -0.07774   -0.24877
          4   389.636     0.056   118.428    76.933    13.013     0.397    12.442     0.174      0.000      0.000	 -0.14881   -0.07748   -0.25151
          8   481.273     0.158   117.279    75.968    13.076     0.508    12.455     0.113      0.000      0.000	 -0.14909   -0.07722   -0.25408
         12   565.424     0.260   116.281    75.096    13.137     0.639    12.427     0.071      0.000      0.000	 -0.14936   -0.07698   -0.25641
         16   627.119     0.365   115.770    74.517    13.182     0.741    12.389     0.052      0.000      0.000	 -0.14965   -0.07681   -0.25799
         20   688.814     0.479   115.318    73.954    13.229     0.849    12.342     0.038      0.000      0.000	 -0.14996   -0.07664   -0.25955
         24   750.508     0.593   114.866    73.390    13.277     0.962    12.287     0.028      0.000      0.000	 -0.15026   -0.07648   -0.26109
         28   812.203     0.724   114.543    72.862    13.326     1.076    12.228     0.021      0.000      0.000	 -0.15062   -0.07632   -0.26256
         32   873.898     0.857   114.232    72.336    13.375     1.194    12.166     0.016      0.000      0.000	 -0.15098   -0.07616   -0.26401
         36   935.593     0.991   113.921    71.808    13.426     1.313    12.101     0.012      0.000      0.000	 -0.15134   -0.07600   -0.26546
         40   997.288     1.124   113.610    71.280    13.478     1.435    12.034     0.009      0.000      0.000	 -0.15169   -0.07585   -0.26689
         44  1058.983     1.257   113.297    70.751    13.531     1.558    11.966     0.006      0.000      0.000	 -0.15204   -0.07570   -0.26832
         48  1120.678     1.390   112.983    70.221    13.584     1.683    11.896     0.004      0.000      0.000	 -0.15238   -0.07556   -0.26973
         52  1182.373     1.523   112.669    69.690    13.639     1.810    11.826     0.003      0.000      0.000	 -0.15272   -0.07542   -0.27113
         56  1244.068     1.656   112.354    69.157    13.694     1.938    11.754     0.002      0.000      0.000	 -0.15305   -0.07528   -0.27252
         60  1305.763     1.789   112.039    68.624    13.750     2.067    11.682     0.001      0.000      0.000	 -0.15338   -0.07515   -0.27389
         64  1367.458     1.922   111.723    68.090    13.808     2.197    11.610     0.001      0.000      0.000	 -0.15371   -0.07502   -0.27525
         68  1429.153     2.055   111.406    67.554    13.866     2.329    11.536     0.000      0.000      0.000	 -0.15403   -0.07490   -0.27659
         72  1468.485     2.188   111.558    67.309    13.900     2.405    11.495     0.000      0.000      0.000	 -0.15439   -0.07482   -0.27723
         76  1485.455     2.321   112.178    67.356    13.911     2.424    11.485     0.001      0.000      0.000	 -0.15479   -0.07480   -0.27717
         80  1502.424     2.454   112.798    67.402    13.921     2.444    11.476     0.002      0.000      0.000	 -0.15518   -0.07477   -0.27709
         84  1519.394     2.588   113.417    67.449    13.932     2.463    11.466     0.003      0.000      0.000	 -0.15557   -0.07474   -0.27702
         88  1536.364     2.721   114.032    67.495    13.942     2.481    11.457     0.004      0.000      0.000	 -0.15595   -0.07472   -0.27693
         92  1553.333     2.854   114.645    67.541    13.952     2.500    11.447     0.005      0.000      0.000	 -0.15631   -0.07469   -0.27684
         96  1570.303     2.987   115.256    67.587    13.962     2.518    11.437     0.006      0.000      0.000	 -0.15668   -0.07467   -0.27675
        100  1587.273     3.120   115.866    67.632    13.972     2.537    11.427     0.008      0.000      0.000	 -0.15703   -0.07464   -0.27664
        104  1604.242     3.253   116.475    67.678    13.982     2.554    11.418     0.010      0.000      0.000	 -0.15738   -0.07462   -0.27654
