          0   298.000     0.000   121.701    78.504    13.399     0.533    12.769     0.097      0.000      0.000	 -0.15395   -0.07431   -0.26294
          4   389.636     0.056   120.263    77.457    13.486     0.607    12.820     0.058      0.000      0.000	 -0.15437   -0.07401   -0.26631
          8   481.273     0.158   119.140    76.500    13.571     0.704    12.833     0.033      0.000      0.000	 -0.15483   -0.07372   -0.26940
         12   565.424     0.260   118.165    75.638    13.650     0.809    12.823     0.018      0.000      0.000	 -0.15527   -0.07344   -0.27222
         16   627.119     0.365   117.660    75.065    13.706     0.890    12.804     0.012      0.000      0.000	 -0.15561   -0.07325   -0.27408
         20   688.814     0.479   117.211    74.508    13.761     0.975    12.778     0.007      0.000      0.000	 -0.15597   -0.07305   -0.27590
         24   750.508     0.593   116.762    73.951    13.818     1.065    12.749     0.004      0.000      0.000	 -0.15633   -0.07285   -0.27772
         28   812.203     0.724   116.436    73.429    13.873     1.156    12.715     0.002      0.000      0.000	 -0.15671   -0.07266   -0.27942
         32   873.898     0.857   116.122    72.909    13.929     1.249    12.678     0.001      0.000      0.000	 -0.15709   -0.07246   -0.28111
         36   935.593     0.991   115.807    72.389    13.985     1.345    12.640     0.000      0.000      0.000	 -0.15746   -0.07227   -0.28281
         40   997.288     1.124   115.492    71.869    14.043     1.443    12.600     0.000      0.000      0.000	 -0.15784   -0.07207   -0.28451
         44  1058.983     1.257   115.176    71.348    14.102     1.544    12.558     0.000      0.000      0.000	 -0.15822   -0.07187   -0.28621
         48  1120.678     1.390   114.859    70.826    14.162     1.646    12.516     0.000      0.000      0.000	 -0.15860   -0.07168   -0.28792
         52  1182.373     1.523   114.542    70.304    14.223     1.750    12.472     0.000      0.000      0.000	 -0.15897   -0.07148   -0.28963
         56  1244.068     1.656   114.225    69.781    14.285     1.855    12.428     0.001      0.000      0.000	 -0.15935   -0.07128   -0.29134
         60  1305.763     1.789   113.908    69.258    14.348     1.962    12.384     0.002      0.000      0.000	 -0.15973   -0.07109   -0.29305
         64  1367.458     1.922   113.590    68.734    14.412     2.071    12.338     0.002      0.000      0.000	 -0.16010   -0.07089   -0.29477
         68  1429.153     2.055   113.272    68.210    14.477     2.181    12.293     0.003      0.000      0.000	 -0.16048   -0.07069   -0.29649
         72  1468.485     2.188   113.402    67.971    14.507     2.242    12.263     0.003      0.000      0.000	 -0.16076   -0.07058   -0.29719
         76  1485.455     2.321   113.982    68.017    14.503     2.253    12.248     0.002      0.000      0.000	 -0.16096   -0.07054   -0.29687
         80  1502.424     2.454   114.562    68.063    14.498     2.264    12.233     0.001      0.000      0.000	 -0.16115   -0.07051   -0.29655
         84  1519.394     2.588   115.143    68.110    14.494     2.275    12.218     0.000      0.000      0.000	 -0.16134   -0.07048   -0.29622
         88  1536.364     2.721   115.720    68.156    14.489     2.286    12.203     0.000      0.000      0.000	 -0.16152   -0.07044   -0.29590
         92  1553.333     2.854   116.296    68.202    14.485     2.297    12.187     0.000      0.000      0.000	 -0.16170   -0.07041   -0.29557
         96  1570.303     2.987   116.871    68.247    14.480     2.308    12.172     0.000      0.000      0.000	 -0.16188   -0.07038   -0.29525
