  3.0   0.0 -0.0144189 -0.9998960  180.826 0.51436
  3.0   2.0 -0.0079452 -0.9999684  180.455 0.51461
  3.0   4.0 -0.0015938 -0.9999987  180.091 0.51502
  3.0   6.0  0.0046221 -0.9999893  179.735 0.51559
  3.0   8.0  0.0106902 -0.9999429  179.387 0.51631
  3.0  10.0  0.0165988 -0.9998622  179.049 0.51717
  3.0  12.0  0.0223369 -0.9997505  178.720 0.51817
  3.0  14.0  0.0278943 -0.9996109  178.402 0.51930
  3.0  16.0  0.0332616 -0.9994467  178.094 0.52055
  3.0  18.0  0.0384301 -0.9992613  177.798 0.52192
  3.0  20.0  0.0433921 -0.9990581  177.513 0.52340
  3.0  22.0  0.0481404 -0.9988406  177.241 0.52498
  3.0  24.0  0.0526690 -0.9986120  176.981 0.52665
  3.0  26.0  0.0569723 -0.9983758  176.734 0.52841
  3.0  28.0  0.0610455 -0.9981350  176.500 0.53024
  3.0  30.0  0.0648847 -0.9978928  176.280 0.53215
  3.0  32.0  0.0684865 -0.9976520  176.073 0.53412
  3.0  34.0  0.0718482 -0.9974156  175.880 0.53614
  3.0  36.0  0.0749677 -0.9971860  175.701 0.53821
  3.0  38.0  0.0778435 -0.9969656  175.535 0.54032
  3.0  40.0  0.0804745 -0.9967567  175.384 0.54246
  3.0  42.0  0.0828603 -0.9965612  175.247 0.54463
  3.0  44.0  0.0850009 -0.9963809  175.124 0.54682
  3.0  46.0  0.0868965 -0.9962173  175.015 0.54903
  3.0  48.0  0.0885479 -0.9960719  174.920 0.55124
  3.0  50.0  0.0899563 -0.9959457  174.839 0.55346
  3.0  52.0  0.0911231 -0.9958396  174.772 0.55568
  3.0  54.0  0.0920499 -0.9957544  174.718 0.55788
  3.0  56.0  0.0927388 -0.9956905  174.679 0.56008
  3.0  58.0  0.0931921 -0.9956481  174.653 0.56227
  3.0  60.0  0.0934121 -0.9956275  174.640 0.56443
  3.0  62.0  0.0934015 -0.9956285  174.641 0.56657
  3.0  64.0  0.0931633 -0.9956508  174.654 0.56869
  3.0  66.0  0.0927003 -0.9956941  174.681 0.57078
  3.0  68.0  0.0920158 -0.9957575  174.720 0.57284
  3.0  70.0  0.0911132 -0.9958405  174.772 0.57487
  3.0  72.0  0.0899958 -0.9959421  174.837 0.57686
  3.0  74.0  0.0886674 -0.9960613  174.913 0.57882
  3.0  76.0  0.0871316 -0.9961968  175.001 0.58075
  3.0  78.0  0.0853924 -0.9963474  175.101 0.58264
  3.0  80.0  0.0834537 -0.9965117  175.213 0.58450
  3.0  82.0  0.0813196 -0.9966881  175.336 0.58632
  3.0  84.0  0.0789945 -0.9968751  175.469 0.58810
  3.0  86.0  0.0764826 -0.9970709  175.614 0.58985
  3.0  88.0  0.0737884 -0.9972739  175.768 0.59157
  3.0  90.0  0.0709167 -0.9974822  175.933 0.59326
  3.0  92.0  0.0678720 -0.9976940  176.108 0.59491
  3.0  94.0  0.0646594 -0.9979074  176.293 0.59653
  3.0  96.0  0.0612836 -0.9981204  176.487 0.59813
  3.0  98.0  0.0577500 -0.9983311  176.689 0.59970
  3.0 100.0  0.0540637 -0.9985375  176.901 0.60125
  3.0 102.0  0.0502302 -0.9987377  177.121 0.60277
  3.0 104.0  0.0462549 -0.9989297  177.349 0.60428
  3.0 106.0  0.0421436 -0.9991116  177.585 0.60577
  3.0 108.0  0.0379021 -0.9992815  177.828 0.60725
  3.0 110.0  0.0335361 -0.9994375  178.078 0.60871
  3.0 112.0  0.0290519 -0.9995779  178.335 0.61016
  3.0 114.0  0.0244555 -0.9997009  178.599 0.61161
  3.0 116.0  0.0197532 -0.9998049  178.868 0.61305
  3.0 118.0  0.0149514 -0.9998882  179.143 0.61449
  3.0 120.0  0.0100566 -0.9999494  179.424 0.61593
  3.0 122.0  0.0050753 -0.9999871  179.709 0.61737
  3.0 124.0  0.0000143 -1.0000000  179.999 0.61881
  3.0 126.0 -0.0051197 -0.9999869  180.293 0.62026
  3.0 128.0 -0.0103200 -0.9999467  180.591 0.62172
  3.0 130.0 -0.0155797 -0.9998786  180.893 0.62319
  3.0 132.0 -0.0208920 -0.9997817  181.197 0.62467
  3.0 134.0 -0.0262499 -0.9996554  181.504 0.62615
  3.0 136.0 -0.0316466 -0.9994991  181.814 0.62765
  3.0 138.0 -0.0370751 -0.9993125  182.125 0.62917
  3.0 140.0 -0.0425287 -0.9990952  182.437 0.63070
  3.0 142.0 -0.0480005 -0.9988473  182.751 0.63224
  3.0 144.0 -0.0534837 -0.9985687  183.066 0.63379
  3.0 146.0 -0.0589717 -0.9982597  183.381 0.63536
  3.0 148.0 -0.0644579 -0.9979204  183.696 0.63694
  3.0 150.0 -0.0699357 -0.9975515  184.010 0.63853
  3.0 152.0 -0.0753989 -0.9971535  184.324 0.64014
  3.0 154.0 -0.0808412 -0.9967270  184.637 0.64175
  3.0 156.0 -0.0862566 -0.9962730  184.948 0.64337
  3.0 158.0 -0.0916390 -0.9957923  185.258 0.64499
  3.0 160.0 -0.0969827 -0.9952861  185.565 0.64662
  3.0 162.0 -0.1022823 -0.9947554  185.871 0.64826
  3.0 164.0 -0.1075322 -0.9942016  186.173 0.64989
  3.0 166.0 -0.1127274 -0.9936260  186.473 0.65151
  3.0 168.0 -0.1178627 -0.9930299  186.769 0.65313
  3.0 170.0 -0.1229336 -0.9924149  187.061 0.65474
  3.0 172.0 -0.1279352 -0.9917825  187.350 0.65633
  3.0 174.0 -0.1328635 -0.9911344  187.635 0.65790
  3.0 176.0 -0.1377141 -0.9904720  187.916 0.65946
  3.0 178.0 -0.1424831 -0.9897972  188.192 0.66098
  3.0 180.0 -0.1471670 -0.9891117  188.463 0.66248
  3.0 182.0 -0.1517618 -0.9884171  188.729 0.66394
  3.0 184.0 -0.1562648 -0.9877152  188.990 0.66537
  3.0 186.0 -0.1606727 -0.9870077  189.246 0.66675
  3.0 188.0 -0.1649825 -0.9862965  189.496 0.66808
  3.0 190.0 -0.1691914 -0.9855832  189.741 0.66936
  3.0 192.0 -0.1732971 -0.9848696  189.980 0.67059
  3.0 194.0 -0.1772970 -0.9841574  190.212 0.67175
  3.0 196.0 -0.1811889 -0.9834483  190.439 0.67285
  3.0 198.0 -0.1849709 -0.9827440  190.659 0.67387
  3.0 200.0 -0.1886409 -0.9820461  190.873 0.67482
  3.0 202.0 -0.1921972 -0.9813563  191.081 0.67570
  3.0 204.0 -0.1956380 -0.9806762  191.282 0.67648
  3.0 206.0 -0.1989619 -0.9800072  191.476 0.67718
  3.0 208.0 -0.2021672 -0.9793510  191.664 0.67778
  3.0 210.0 -0.2052527 -0.9787090  191.844 0.67829
  3.0 212.0 -0.2082169 -0.9780827  192.018 0.67869
  3.0 214.0 -0.2110589 -0.9774734  192.184 0.67900
  3.0 216.0 -0.2137767 -0.9768826  192.344 0.67919
  3.0 218.0 -0.2163698 -0.9763115  192.496 0.67927
  3.0 220.0 -0.2188368 -0.9757615  192.641 0.67923
  3.0 222.0 -0.2211766 -0.9752338  192.778 0.67907
  3.0 224.0 -0.2233881 -0.9747296  192.908 0.67880
  3.0 226.0 -0.2254701 -0.9742501  193.031 0.67839
  3.0 228.0 -0.2274215 -0.9737964  193.145 0.67787
  3.0 230.0 -0.2292410 -0.9733697  193.252 0.67721
  3.0 232.0 -0.2309275 -0.9729710  193.352 0.67642
  3.0 234.0 -0.2324797 -0.9726012  193.443 0.67550
  3.0 236.0 -0.2338964 -0.9722615  193.527 0.67444
  3.0 238.0 -0.2351761 -0.9719528  193.602 0.67326
  3.0 240.0 -0.2363174 -0.9716759  193.669 0.67193
  3.0 242.0 -0.2373189 -0.9714318  193.728 0.67047
  3.0 244.0 -0.2381791 -0.9712213  193.779 0.66888
  3.0 246.0 -0.2388963 -0.9710451  193.821 0.66715
  3.0 248.0 -0.2394688 -0.9709041  193.855 0.66528
  3.0 250.0 -0.2398948 -0.9707989  193.880 0.66328
  3.0 252.0 -0.2401725 -0.9707302  193.897 0.66115
  3.0 254.0 -0.2403000 -0.9706987  193.904 0.65889
  3.0 256.0 -0.2402752 -0.9707048  193.903 0.65650
  3.0 258.0 -0.2400961 -0.9707491  193.892 0.65399
  3.0 260.0 -0.2397605 -0.9708321  193.872 0.65136
  3.0 262.0 -0.2392662 -0.9709540  193.843 0.64861
